Total Line Failures,Steady State,Accumulation of Failed Capacities,Region 0 Failures,Region 1 Failures,Region 2 Failures,Region 3 Failures,Region 4 Failures,Region 5 Failures,Region 0 Topological Factor,Region 1 Topological Factor,Region 2 Topological Factor,Region 3 Topological Factor,Region 4 Topological Factor,Region 5 Topological Factor,Region of Failure,Mean of T,Variance of T
45,-1,2115.0,6,6,9,2,14,8,0.13333333333333333,0.13333333333333333,0.2,0.044444444444444446,0.3111111111111111,0.17777777777777778,"[1, 2, 0, 1, 4, 2, 2, 4, 2, 4, 2, 4, 4, 4, 5, 5, 4, 1, 3, 1, 1, 1, 5, 5, 5, 5, 2, 2, 0, 0, 0, 3, 0, 2, 2, 4, 4, 4, 4, 4, 4, 4, 5, 5, 0]",2.8,2.915555555555556
3,-1,1138.0,0,0,1,0,0,2,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,"[5, 2, 5]",4.0,2.0
3,-1,1133.0,0,1,0,2,0,0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,"[1, 3, 3]",2.3333333333333335,0.8888888888888888
3,-1,1085.0,0,0,0,1,1,1,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,"[5, 4, 3]",4.0,0.6666666666666666
3,-1,1107.0,0,0,1,0,0,2,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,"[2, 5, 5]",4.0,2.0
3,-1,1189.0,0,0,0,1,1,1,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,"[4, 5, 3]",4.0,0.6666666666666666
3,2,748.0,0,1,0,0,1,1,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,"[5, 1, 4]",3.3333333333333335,2.8888888888888893
4,3,855.0,0,2,0,0,1,1,0.0,0.5,0.0,0.0,0.25,0.25,"[5, 1, 4, 1]",2.75,3.1875
5,4,914.0,0,2,0,0,2,1,0.0,0.4,0.0,0.0,0.4,0.2,"[5, 1, 4, 1, 4]",3.0,2.8
6,5,895.0,0,2,0,1,2,1,0.0,0.3333333333333333,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,"[5, 1, 4, 1, 4, 3]",3.0,2.3333333333333335
7,6,777.0,0,3,0,1,2,1,0.0,0.42857142857142855,0.0,0.14285714285714285,0.2857142857142857,0.14285714285714285,"[5, 1, 4, 1, 4, 3, 1]",2.7142857142857144,2.4897959183673466
8,7,914.0,0,3,1,1,2,1,0.0,0.375,0.125,0.125,0.25,0.125,"[5, 1, 4, 1, 4, 3, 1, 2]",2.625,2.234375
9,8,736.0,0,3,2,1,2,1,0.0,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.1111111111111111,"[5, 1, 4, 1, 4, 3, 1, 2, 2]",2.5555555555555554,2.0246913580246915
10,9,851.0,0,3,3,1,2,1,0.0,0.3,0.3,0.1,0.2,0.1,"[5, 1, 4, 1, 4, 3, 1, 2, 2, 2]",2.5,1.85
11,10,806.0,0,3,3,1,3,1,0.0,0.2727272727272727,0.2727272727272727,0.09090909090909091,0.2727272727272727,0.09090909090909091,"[5, 1, 4, 1, 4, 3, 1, 2, 2, 2, 4]",2.6363636363636362,1.867768595041322
12,11,824.0,0,3,3,2,3,1,0.0,0.25,0.25,0.16666666666666666,0.25,0.08333333333333333,"[5, 1, 4, 1, 4, 3, 1, 2, 2, 2, 4, 3]",2.6666666666666665,1.722222222222222
13,12,810.0,0,3,3,3,3,1,0.0,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.07692307692307693,"[5, 1, 4, 1, 4, 3, 1, 2, 2, 2, 4, 3, 3]",2.6923076923076925,1.5976331360946747
14,13,759.0,0,3,3,4,3,1,0.0,0.21428571428571427,0.21428571428571427,0.2857142857142857,0.21428571428571427,0.07142857142857142,"[5, 1, 4, 1, 4, 3, 1, 2, 2, 2, 4, 3, 3, 3]",2.7142857142857144,1.489795918367347
15,14,744.0,0,4,3,4,3,1,0.0,0.26666666666666666,0.2,0.26666666666666666,0.2,0.06666666666666667,"[5, 1, 4, 1, 4, 3, 1, 2, 2, 2, 4, 3, 3, 3, 1]",2.6,1.5733333333333335
16,15,870.0,0,4,4,4,3,1,0.0,0.25,0.25,0.25,0.1875,0.0625,"[5, 1, 4, 1, 4, 3, 1, 2, 2, 2, 4, 3, 3, 3, 1, 2]",2.5625,1.49609375
17,16,871.0,1,4,4,4,3,1,0.058823529411764705,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.17647058823529413,0.058823529411764705,"[5, 1, 4, 1, 4, 3, 1, 2, 2, 2, 4, 3, 3, 3, 1, 2, 0]",2.411764705882353,1.7716262975778547
18,17,927.0,1,5,4,4,3,1,0.05555555555555555,0.2777777777777778,0.2222222222222222,0.2222222222222222,0.16666666666666666,0.05555555555555555,"[5, 1, 4, 1, 4, 3, 1, 2, 2, 2, 4, 3, 3, 3, 1, 2, 0, 1]",2.3333333333333335,1.7777777777777777
19,18,943.0,1,5,4,5,3,1,0.05263157894736842,0.2631578947368421,0.21052631578947367,0.2631578947368421,0.15789473684210525,0.05263157894736842,"[5, 1, 4, 1, 4, 3, 1, 2, 2, 2, 4, 3, 3, 3, 1, 2, 0, 1, 3]",2.3684210526315788,1.7063711911357344
20,19,938.0,2,5,4,5,3,1,0.1,0.25,0.2,0.25,0.15,0.05,"[5, 1, 4, 1, 4, 3, 1, 2, 2, 2, 4, 3, 3, 3, 1, 2, 0, 1, 3, 0]",2.25,1.8875
21,20,941.0,3,5,4,5,3,1,0.14285714285714285,0.23809523809523808,0.19047619047619047,0.23809523809523808,0.14285714285714285,0.047619047619047616,"[5, 1, 4, 1, 4, 3, 1, 2, 2, 2, 4, 3, 3, 3, 1, 2, 0, 1, 3, 0, 0]",2.142857142857143,2.0272108843537415
22,21,947.0,3,5,4,5,3,2,0.13636363636363635,0.22727272727272727,0.18181818181818182,0.22727272727272727,0.13636363636363635,0.09090909090909091,"[5, 1, 4, 1, 4, 3, 1, 2, 2, 2, 4, 3, 3, 3, 1, 2, 0, 1, 3, 0, 0, 5]",2.272727272727273,2.289256198347107
23,22,918.0,3,5,4,5,3,3,0.13043478260869565,0.21739130434782608,0.17391304347826086,0.21739130434782608,0.13043478260869565,0.13043478260869565,"[5, 1, 4, 1, 4, 3, 1, 2, 2, 2, 4, 3, 3, 3, 1, 2, 0, 1, 3, 0, 0, 5, 5]",2.391304347826087,2.499054820415879
24,23,898.0,3,5,4,5,3,4,0.125,0.20833333333333334,0.16666666666666666,0.20833333333333334,0.125,0.16666666666666666,"[5, 1, 4, 1, 4, 3, 1, 2, 2, 2, 4, 3, 3, 3, 1, 2, 0, 1, 3, 0, 0, 5, 5, 5]",2.5,2.6666666666666665
25,24,1037.0,3,5,4,5,3,5,0.12,0.2,0.16,0.2,0.12,0.2,"[5, 1, 4, 1, 4, 3, 1, 2, 2, 2, 4, 3, 3, 3, 1, 2, 0, 1, 3, 0, 0, 5, 5, 5, 5]",2.6,2.8000000000000007
26,-1,1097.0,3,5,4,5,3,6,0.11538461538461539,0.19230769230769232,0.15384615384615385,0.19230769230769232,0.11538461538461539,0.23076923076923078,"[5, 1, 4, 1, 4, 3, 1, 2, 2, 2, 4, 3, 3, 3, 1, 2, 0, 1, 3, 0, 0, 5, 5, 5, 5, 5]",2.6923076923076925,2.905325443786982
3,-1,932.0,0,0,1,0,1,1,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,"[5, 4, 2]",3.6666666666666665,1.5555555555555554
3,-1,1151.0,0,0,1,0,2,0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,"[4, 2, 4]",3.3333333333333335,0.8888888888888888
3,-1,1135.0,0,1,0,0,2,0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,"[4, 4, 1]",3.0,2.0
3,-1,1165.0,0,1,0,0,1,1,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,"[1, 4, 5]",3.3333333333333335,2.8888888888888893
3,2,1066.0,2,0,0,0,1,0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,"[0, 4, 0]",1.3333333333333333,3.555555555555556
4,-1,1067.0,2,1,0,0,1,0,0.5,0.25,0.0,0.0,0.25,0.0,"[0, 4, 0, 1]",1.25,2.6875
3,-1,1106.0,1,1,0,0,0,1,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,"[0, 5, 1]",2.0,4.666666666666667
3,-1,1103.0,0,0,1,0,0,2,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,"[5, 5, 2]",4.0,2.0
3,2,1155.0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,1.0,0.0,"[4, 4, 4]",4.0,0.0
4,-1,1060.0,0,1,0,0,3,0,0.0,0.25,0.0,0.0,0.75,0.0,"[4, 4, 4, 1]",3.25,1.6875
3,-1,1131.0,0,0,1,1,1,0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,"[2, 4, 3]",3.0,0.6666666666666666
3,-1,1163.0,0,0,0,1,0,2,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,"[5, 5, 3]",4.333333333333333,0.888888888888889
3,2,1281.0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,"[4, 5, 4]",4.333333333333333,0.22222222222222224
4,-1,1280.0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,0.5,0.5,"[4, 5, 4, 5]",4.5,0.25
3,2,1170.0,0,0,1,0,0,2,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,"[5, 5, 2]",4.0,2.0
4,-1,1077.0,0,1,1,0,0,2,0.0,0.25,0.25,0.0,0.0,0.5,"[5, 5, 2, 1]",3.25,3.1875
3,2,1199.0,0,0,0,1,1,1,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,"[3, 4, 5]",4.0,0.6666666666666666
4,-1,1193.0,0,0,0,2,1,1,0.0,0.0,0.0,0.5,0.25,0.25,"[3, 4, 5, 3]",3.75,0.6875
3,-1,1157.0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,"[4, 5, 4]",4.333333333333333,0.22222222222222224
3,-1,1102.0,1,0,1,0,1,0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,"[2, 4, 0]",2.0,2.6666666666666665
3,-1,1085.0,0,0,1,1,0,1,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,"[5, 3, 2]",3.3333333333333335,1.5555555555555554
3,-1,1143.0,0,1,0,0,1,1,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,"[4, 5, 1]",3.3333333333333335,2.8888888888888893
3,-1,990.0,0,1,0,0,2,0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,"[4, 4, 1]",3.0,2.0
3,-1,1100.0,2,1,0,0,0,0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,"[1, 0, 0]",0.3333333333333333,0.22222222222222224
3,-1,1095.0,0,0,1,1,0,1,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,"[3, 2, 5]",3.3333333333333335,1.5555555555555554
3,-1,1226.0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,"[4, 5, 5]",4.666666666666667,0.22222222222222224
3,-1,1106.0,2,0,0,0,0,1,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,"[0, 0, 5]",1.6666666666666667,5.5555555555555545
3,-1,1113.0,0,0,0,1,2,0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,"[4, 3, 4]",3.6666666666666665,0.22222222222222224
3,-1,1107.0,1,0,0,0,0,2,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,"[5, 0, 5]",3.3333333333333335,5.555555555555556
3,2,1025.0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,"[4, 4, 5]",4.333333333333333,0.22222222222222224
4,-1,1060.0,1,0,0,0,2,1,0.25,0.0,0.0,0.0,0.5,0.25,"[4, 4, 5, 0]",3.25,3.6875
3,-1,1118.0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,"[4, 5, 5]",4.666666666666667,0.22222222222222224
3,-1,1137.0,0,1,0,1,1,0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,"[3, 4, 1]",2.6666666666666665,1.5555555555555554
3,-1,1092.0,0,1,0,0,0,2,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,"[5, 5, 1]",3.6666666666666665,3.555555555555556
3,-1,1236.0,0,0,0,1,1,1,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,"[4, 5, 3]",4.0,0.6666666666666666
3,-1,1098.0,1,0,0,0,0,2,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,"[5, 5, 0]",3.3333333333333335,5.555555555555556
3,-1,1183.0,0,0,1,1,1,0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,"[3, 2, 4]",3.0,0.6666666666666666
3,2,1051.0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,"[4, 4, 5]",4.333333333333333,0.22222222222222224
4,3,1036.0,0,1,0,0,2,1,0.0,0.25,0.0,0.0,0.5,0.25,"[4, 4, 5, 1]",3.5,2.25
5,-1,1036.0,0,1,0,0,2,2,0.0,0.2,0.0,0.0,0.4,0.4,"[4, 4, 5, 1, 5]",3.8,2.16
3,-1,1114.0,0,0,0,1,2,0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,"[4, 3, 4]",3.6666666666666665,0.22222222222222224
3,-1,1107.0,0,1,0,0,0,2,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,"[5, 1, 5]",3.6666666666666665,3.555555555555556
3,-1,1144.0,1,0,0,1,1,0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,"[4, 0, 3]",2.3333333333333335,2.8888888888888893
3,-1,1109.0,1,0,1,0,0,1,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,"[2, 0, 5]",2.3333333333333335,4.222222222222222
3,-1,1125.0,0,1,0,0,1,1,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,"[5, 1, 4]",3.3333333333333335,2.8888888888888893
3,-1,1076.0,1,1,0,0,1,0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,"[4, 0, 1]",1.6666666666666667,2.888888888888889
3,-1,1186.0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,"[5, 4, 4]",4.333333333333333,0.22222222222222224
3,-1,1109.0,1,1,0,0,0,1,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,"[5, 0, 1]",2.0,4.666666666666667
3,-1,940.0,1,0,0,1,0,1,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,"[0, 3, 5]",2.6666666666666665,4.222222222222222
3,-1,1108.0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,1.0,"[5, 5, 5]",5.0,0.0
3,-1,1102.0,0,0,2,0,0,1,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,"[2, 2, 5]",3.0,2.0
3,-1,1087.0,0,0,2,0,0,1,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,"[5, 2, 2]",3.0,2.0
3,-1,1128.0,1,0,1,0,1,0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,"[4, 0, 2]",2.0,2.6666666666666665
3,2,1105.0,0,0,1,1,0,1,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,"[2, 3, 5]",3.3333333333333335,1.5555555555555554
4,3,1015.0,0,1,1,1,0,1,0.0,0.25,0.25,0.25,0.0,0.25,"[2, 3, 5, 1]",2.75,2.1875
5,-1,1020.0,0,2,1,1,0,1,0.0,0.4,0.2,0.2,0.0,0.2,"[2, 3, 5, 1, 1]",2.4,2.2399999999999998
3,2,1137.0,1,1,0,0,1,0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,"[0, 4, 1]",1.6666666666666667,2.888888888888889
4,3,1094.0,1,2,0,0,1,0,0.25,0.5,0.0,0.0,0.25,0.0,"[0, 4, 1, 1]",1.5,2.25
5,-1,1095.0,1,2,0,0,1,1,0.2,0.4,0.0,0.0,0.2,0.2,"[0, 4, 1, 1, 5]",2.2,3.7600000000000002
3,-1,1130.0,1,0,0,1,0,1,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,"[5, 0, 3]",2.6666666666666665,4.222222222222222
3,-1,1199.0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,"[4, 5, 5]",4.666666666666667,0.22222222222222224
3,-1,1089.0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,1.0,"[5, 5, 5]",5.0,0.0
3,-1,1105.0,0,0,1,1,0,1,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,"[2, 5, 3]",3.3333333333333335,1.5555555555555556
3,-1,963.0,0,0,0,1,1,1,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,"[5, 3, 4]",4.0,0.6666666666666666
3,-1,1137.0,0,0,0,1,2,0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,"[4, 3, 4]",3.6666666666666665,0.22222222222222224
3,-1,1141.0,0,0,1,2,0,0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,"[3, 3, 2]",2.6666666666666665,0.22222222222222224
3,-1,1203.0,0,1,0,0,2,0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,"[1, 4, 4]",3.0,2.0
3,-1,1108.0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,1.0,0.0,"[4, 4, 4]",4.0,0.0
3,-1,1030.0,0,2,0,0,0,1,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,"[1, 5, 1]",2.3333333333333335,3.555555555555556
3,-1,1097.0,1,1,0,0,1,0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,"[4, 0, 1]",1.6666666666666667,2.888888888888889
3,2,753.0,0,1,1,0,0,1,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,"[2, 5, 1]",2.6666666666666665,2.8888888888888893
4,3,670.0,0,2,1,0,0,1,0.0,0.5,0.25,0.0,0.0,0.25,"[2, 5, 1, 1]",2.25,2.6875
5,4,704.0,0,3,1,0,0,1,0.0,0.6,0.2,0.0,0.0,0.2,"[2, 5, 1, 1, 1]",2.0,2.4
6,5,726.0,0,4,1,0,0,1,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,"[2, 5, 1, 1, 1, 1]",1.8333333333333333,2.1388888888888897
7,6,955.0,0,4,2,0,0,1,0.0,0.5714285714285714,0.2857142857142857,0.0,0.0,0.14285714285714285,"[2, 5, 1, 1, 1, 1, 2]",1.8571428571428572,1.836734693877551
8,7,713.0,0,4,3,0,0,1,0.0,0.5,0.375,0.0,0.0,0.125,"[2, 5, 1, 1, 1, 1, 2, 2]",1.875,1.609375
9,8,855.0,0,4,4,0,0,1,0.0,0.4444444444444444,0.4444444444444444,0.0,0.0,0.1111111111111111,"[2, 5, 1, 1, 1, 1, 2, 2, 2]",1.8888888888888888,1.4320987654320987
10,9,907.0,0,4,4,1,0,1,0.0,0.4,0.4,0.1,0.0,0.1,"[2, 5, 1, 1, 1, 1, 2, 2, 2, 3]",2.0,1.4
11,10,883.0,0,4,4,2,0,1,0.0,0.36363636363636365,0.36363636363636365,0.18181818181818182,0.0,0.09090909090909091,"[2, 5, 1, 1, 1, 1, 2, 2, 2, 3, 3]",2.090909090909091,1.3553719008264462
12,11,695.0,0,4,4,2,1,1,0.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,"[2, 5, 1, 1, 1, 1, 2, 2, 2, 3, 3, 4]",2.25,1.5208333333333333
13,12,721.0,0,4,4,3,1,1,0.0,0.3076923076923077,0.3076923076923077,0.23076923076923078,0.07692307692307693,0.07692307692307693,"[2, 5, 1, 1, 1, 1, 2, 2, 2, 3, 3, 4, 3]",2.3076923076923075,1.4437869822485208
14,13,760.0,0,5,4,3,1,1,0.0,0.35714285714285715,0.2857142857142857,0.21428571428571427,0.07142857142857142,0.07142857142857142,"[2, 5, 1, 1, 1, 1, 2, 2, 2, 3, 3, 4, 3, 1]",2.2142857142857144,1.454081632653061
15,14,778.0,0,5,4,4,1,1,0.0,0.3333333333333333,0.26666666666666666,0.26666666666666666,0.06666666666666667,0.06666666666666667,"[2, 5, 1, 1, 1, 1, 2, 2, 2, 3, 3, 4, 3, 1, 3]",2.2666666666666666,1.3955555555555554
16,15,887.0,0,5,5,4,1,1,0.0,0.3125,0.3125,0.25,0.0625,0.0625,"[2, 5, 1, 1, 1, 1, 2, 2, 2, 3, 3, 4, 3, 1, 3, 2]",2.25,1.3125
17,16,916.0,0,5,5,4,2,1,0.0,0.29411764705882354,0.29411764705882354,0.23529411764705882,0.11764705882352941,0.058823529411764705,"[2, 5, 1, 1, 1, 1, 2, 2, 2, 3, 3, 4, 3, 1, 3, 2, 4]",2.3529411764705883,1.4048442906574394
18,17,888.0,1,5,5,4,2,1,0.05555555555555555,0.2777777777777778,0.2777777777777778,0.2222222222222222,0.1111111111111111,0.05555555555555555,"[2, 5, 1, 1, 1, 1, 2, 2, 2, 3, 3, 4, 3, 1, 3, 2, 4, 0]",2.2222222222222223,1.617283950617284
19,18,916.0,2,5,5,4,2,1,0.10526315789473684,0.2631578947368421,0.2631578947368421,0.21052631578947367,0.10526315789473684,0.05263157894736842,"[2, 5, 1, 1, 1, 1, 2, 2, 2, 3, 3, 4, 3, 1, 3, 2, 4, 0, 0]",2.1052631578947367,1.7783933518005541
20,19,965.0,3,5,5,4,2,1,0.15,0.25,0.25,0.2,0.1,0.05,"[2, 5, 1, 1, 1, 1, 2, 2, 2, 3, 3, 4, 3, 1, 3, 2, 4, 0, 0, 0]",2.0,1.9
21,20,881.0,3,5,5,4,2,2,0.14285714285714285,0.23809523809523808,0.23809523809523808,0.19047619047619047,0.09523809523809523,0.09523809523809523,"[2, 5, 1, 1, 1, 1, 2, 2, 2, 3, 3, 4, 3, 1, 3, 2, 4, 0, 0, 0, 5]",2.142857142857143,2.2176870748299318
22,21,922.0,3,5,5,4,2,3,0.13636363636363635,0.22727272727272727,0.22727272727272727,0.18181818181818182,0.09090909090909091,0.13636363636363635,"[2, 5, 1, 1, 1, 1, 2, 2, 2, 3, 3, 4, 3, 1, 3, 2, 4, 0, 0, 0, 5, 5]",2.272727272727273,2.4710743801652892
23,22,889.0,3,5,5,4,2,4,0.13043478260869565,0.21739130434782608,0.21739130434782608,0.17391304347826086,0.08695652173913043,0.17391304347826086,"[2, 5, 1, 1, 1, 1, 2, 2, 2, 3, 3, 4, 3, 1, 3, 2, 4, 0, 0, 0, 5, 5, 5]",2.391304347826087,2.6729678638941397
24,23,880.0,4,5,5,4,2,4,0.16666666666666666,0.20833333333333334,0.20833333333333334,0.16666666666666666,0.08333333333333333,0.16666666666666666,"[2, 5, 1, 1, 1, 1, 2, 2, 2, 3, 3, 4, 3, 1, 3, 2, 4, 0, 0, 0, 5, 5, 5, 0]",2.2916666666666665,2.789930555555556
25,24,1138.0,4,5,5,4,2,5,0.16,0.2,0.2,0.16,0.08,0.2,"[2, 5, 1, 1, 1, 1, 2, 2, 2, 3, 3, 4, 3, 1, 3, 2, 4, 0, 0, 0, 5, 5, 5, 0, 5]",2.4,2.9600000000000004
26,-1,1198.0,4,5,5,4,2,6,0.15384615384615385,0.19230769230769232,0.19230769230769232,0.15384615384615385,0.07692307692307693,0.23076923076923078,"[2, 5, 1, 1, 1, 1, 2, 2, 2, 3, 3, 4, 3, 1, 3, 2, 4, 0, 0, 0, 5, 5, 5, 0, 5, 5]",2.5,3.0961538461538463
3,2,1131.0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,"[4, 5, 5]",4.666666666666667,0.22222222222222224
4,-1,1037.0,0,1,0,0,1,2,0.0,0.25,0.0,0.0,0.25,0.5,"[4, 5, 5, 1]",3.75,2.6875
3,-1,1100.0,0,0,1,0,1,1,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,"[4, 2, 5]",3.6666666666666665,1.5555555555555554
3,2,1199.0,2,0,0,0,1,0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,"[0, 0, 4]",1.3333333333333333,3.555555555555556
4,-1,1102.0,2,1,0,0,1,0,0.5,0.25,0.0,0.0,0.25,0.0,"[0, 0, 4, 1]",1.25,2.6875
3,-1,1069.0,0,1,1,0,0,1,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,"[2, 1, 5]",2.6666666666666665,2.8888888888888893
